800,1.52110727524088,-2.95005028494812E-4
799.92,1.52125910587453,-1.95330500626813E-4
799.8400159984,1.52132205987197,-1.10026227475599E-4
799.760047990402,1.5213488981489,-3.81271300204641E-5
799.680095971209,1.52135571694413,2.13318707592992E-5
799.600159936026,1.52135033751278,6.93158538843973E-5
799.52023988006,1.5213374537713,1.06789898375537E-4
799.440335798521,1.52132023212584,1.34719083253425E-4
799.360447686619,1.52130096354584,1.54068487538746E-4
799.280575539568,1.52128137802019,1.65803190252261E-4
799.200719352583,1.52126281462871,1.70888270414643E-4
799.120879120879,1.52124632136921,1.70288807046599E-4
799.041054839676,1.52123271730102,1.64969879168835E-4
798.961246504195,1.52122263281004,1.55896565802059E-4
798.881454109657,1.52121653626564,1.44033945966977E-4
798.801677651288,1.52121475163582,1.30347098684296E-4
798.721917124313,1.52121746965352,1.15801102974722E-4
798.642172523962,1.52122475398092,1.01361037858962E-4
798.562443845463,1.52123654306974,8.79919823577236E-5
798.482731084049,1.52125264782494,7.66590154917127E-5
798.403034234954,1.52127274456723,6.83272162816362E-5
798.323353293413,1.52129636193256,6.39616637482008E-5
798.243688254665,1.52132285879493,6.45274369121085E-5
798.164039113949,1.52135138681539,7.09896147940666E-5
798.084405866507,1.52138082122403,8.43132764147846E-5
798.004788507582,1.52140959919252,1.05463500794969E-4
797.925187032419,1.5214355327341,1.35033226537578E-4
797.845601436266,1.52145641705071,1.71831783456407E-4
797.766031714371,1.52147071667933,2.1413477736373E-4
797.686477861986,1.52147744058769,2.60217716517446E-4
797.606939874364,1.52147596300422,3.08356109175453E-4
797.52741774676,1.52146595414084,3.5682546359565E-4
797.447911474429,1.52144734894865,4.03901288035934E-4
797.368421052632,1.52142033656952,4.47859090754204E-4
797.288946476627,1.52138536572509,4.86974380008358E-4
797.209487741678,1.52134316744931,5.19522664056293E-4
797.130044843049,1.52129480407167,5.4377945115588E-4
797.050617776006,1.52124177372405,5.58020249565089E-4
796.971206535818,1.52118627865217,5.6054495416537E-4
796.891811117753,1.52113110887231,5.50849953109736E-4
796.812431517083,1.52107873316416,5.30147216949206E-4
796.733067729084,1.52103089604564,4.9978116541771E-4
796.653719749029,1.52098890652568,4.61096218249176E-4
796.574387572197,1.52095377613227,4.15436795177533E-4
796.495071193866,1.52092628440295,3.64147315936712E-4
796.415770609319,1.52090701582742,3.08572200260641E-4
796.336485813838,1.52089638184589,2.5005586788325E-4
796.257216802708,1.52089463332096,1.89942738538468E-4
796.177963571215,1.52090186545829,1.29577231960225E-4
796.09872611465,1.52091801449979,7.03037678824486E-5
